Duration,Start date,Start terminal,End terminal,Subscription Type
1h 3m 55s,7/1/2014 17:36,31223,31203,Registered
0h 11m 57s,7/1/2014 17:36,31251,31237,Registered
0h 11m 27s,7/1/2014 17:36,31227,31204,Registered
0h 11m 46s,7/1/2014 17:36,31119,31228,Registered
0h 13m 24s,7/1/2014 17:36,31018,31034,Registered
0h 23m 46s,7/1/2014 17:36,31257,31503,Registered
0h 2m 22s,7/1/2014 17:36,31230,31228,Registered
0h 5m 40s,7/1/2014 17:36,31227,31267,Registered
0h 14m 1s,7/1/2014 17:36,31225,31273,Registered
0h 3m 50s,7/1/2014 17:36,31212,31237,Registered
0h 7m 2s,7/1/2014 17:36,31264,31623,Registered
0h 15m 53s,7/1/2014 17:36,31238,31616,Registered
0h 4m 40s,7/1/2014 17:36,31217,31244,Registered
0h 6m 27s,7/1/2014 17:36,31048,31044,Registered
0h 25m 18s,7/1/2014 17:36,31260,31631,Registered
0h 41m 49s,7/1/2014 17:36,31247,31602,Registered
1h 45m 40s,7/1/2014 17:37,31271,31258,Casual
0h 6m 58s,7/1/2014 17:37,31637,31612,Registered
0h 3m 13s,7/1/2014 17:37,31233,31267,Registered
0h 11m 28s,7/1/2014 17:37,31400,31202,Registered
0h 12m 47s,7/1/2014 17:37,31313,31229,Registered
0h 16m 42s,7/1/2014 17:37,31216,31108,Registered
0h 14m 10s,7/1/2014 17:37,31616,31625,Registered
0h 10m 36s,7/1/2014 17:37,31235,31253,Casual
0h 3m 51s,7/1/2014 17:37,31104,31117,Registered
0h 11m 27s,7/1/2014 17:37,31624,31626,Registered
0h 8m 43s,7/1/2014 17:37,31623,31508,Registered
1h 44m 45s,7/1/2014 17:37,31271,31258,Casual
0h 10m 14s,7/1/2014 17:37,31235,31253,Casual
1h 4m 20s,7/1/2014 17:38,31217,31230,Casual
0h 6m 12s,7/1/2014 17:38,31117,31267,Registered
0h 6m 55s,7/1/2014 17:38,31242,31228,Registered
0h 19m 0s,7/1/2014 17:38,31604,31606,Registered
1h 3m 43s,7/1/2014 17:38,31217,31230,Casual
0h 30m 54s,7/1/2014 17:38,31270,31241,Casual
0h 9m 2s,7/1/2014 17:38,31212,31312,Registered
0h 30m 50s,7/1/2014 17:38,31270,31241,Casual
0h 0m 18s,7/1/2014 17:38,31200,31200,Registered
0h 20m 4s,7/1/2014 17:39,31239,31202,Casual
0h 23m 33s,7/1/2014 17:39,31246,31609,Registered
0h 12m 5s,7/1/2014 17:39,31271,31613,Registered
0h 7m 3s,7/1/2014 17:39,31030,31016,Registered
0h 5m 36s,7/1/2014 17:39,31030,31016,Registered
0h 18m 50s,7/1/2014 17:39,31509,31257,Registered
0h 4m 49s,7/1/2014 17:39,31613,31619,Registered
0h 10m 43s,7/1/2014 17:39,31257,31116,Registered
0h 9m 50s,7/1/2014 17:39,31266,31603,Registered
0h 14m 56s,7/1/2014 17:39,31219,31629,Registered
0h 11m 15s,7/1/2014 17:39,31022,31014,Registered
0h 17m 11s,7/1/2014 17:40,31212,31401,Registered
0h 12m 51s,7/1/2014 17:40,31627,31241,Registered
0h 8m 43s,7/1/2014 17:40,31217,31261,Registered
0h 12m 26s,7/1/2014 17:40,31626,31624,Registered
0h 3m 37s,7/1/2014 17:40,31623,31616,Registered
0h 6m 0s,7/1/2014 17:40,31255,31225,Registered
0h 3m 45s,7/1/2014 17:40,31029,31020,Registered
0h 3m 31s,7/1/2014 17:40,31623,31616,Registered
0h 9m 46s,7/1/2014 17:40,31015,31312,Registered
0h 4m 5s,7/1/2014 17:40,31610,31625,Registered
0h 7m 53s,7/1/2014 17:40,31256,31227,Registered
0h 28m 39s,7/1/2014 17:40,31270,31241,Casual
0h 21m 26s,7/1/2014 17:40,31217,31632,Registered
0h 13m 51s,7/1/2014 17:41,31246,31214,Registered
0h 8m 34s,7/1/2014 17:41,31263,31262,Registered
0h 13m 12s,7/1/2014 17:41,31200,31506,Registered
0h 16m 12s,7/1/2014 17:41,31616,31266,Casual
0h 21m 47s,7/1/2014 17:41,31235,31002,Registered
0h 6m 19s,7/1/2014 17:41,31624,31600,Registered
0h 4m 5s,7/1/2014 17:41,31100,31213,Registered
0h 9m 9s,7/1/2014 17:41,31271,31623,Casual
0h 8m 16s,7/1/2014 17:41,31242,31229,Registered
0h 13m 23s,7/1/2014 17:41,31238,31609,Registered
0h 8m 22s,7/1/2014 17:41,31271,31623,Casual
0h 18m 38s,7/1/2014 17:42,31257,31202,Casual
0h 7m 18s,7/1/2014 17:42,31100,31203,Registered
0h 2m 46s,7/1/2014 17:42,31007,31011,Registered
0h 6m 33s,7/1/2014 17:42,31201,31120,Registered
0h 32m 54s,7/1/2014 17:42,31014,31007,Registered
0h 16m 46s,7/1/2014 17:42,31305,31246,Registered
0h 6m 18s,7/1/2014 17:42,31600,31266,Registered
0h 6m 6s,7/1/2014 17:42,31227,31265,Registered
0h 7m 19s,7/1/2014 17:42,31265,31509,Registered
0h 11m 5s,7/1/2014 17:42,31251,31109,Registered
0h 4m 32s,7/1/2014 17:42,31037,31035,Registered
0h 13m 8s,7/1/2014 17:42,31218,31610,Registered
0h 16m 38s,7/1/2014 17:42,31205,31624,Registered
0h 7m 54s,7/1/2014 17:42,31238,31239,Registered
0h 11m 14s,7/1/2014 17:42,31271,31631,Registered
0h 10m 36s,7/1/2014 17:42,31037,31017,Registered
0h 4m 5s,7/1/2014 17:42,31623,31631,Registered
0h 11m 9s,7/1/2014 17:43,31243,31273,Registered
0h 25m 28s,7/1/2014 17:43,31206,31003,Registered
0h 7m 12s,7/1/2014 17:43,31202,31200,Registered
0h 7m 48s,7/1/2014 17:43,31227,31242,Registered
0h 8m 33s,7/1/2014 17:43,31121,31117,Registered
0h 12m 34s,7/1/2014 17:43,31111,31205,Registered
0h 14m 26s,7/1/2014 17:43,31230,31612,Registered
0h 13m 30s,7/1/2014 17:43,31201,31505,Registered
0h 9m 26s,7/1/2014 17:43,31200,31104,Registered
0h 7m 6s,7/1/2014 17:44,31100,31230,Registered
0h 14m 27s,7/1/2014 17:44,31305,31215,Registered
0h 3m 29s,7/1/2014 17:44,31623,31612,Registered
0h 21m 36s,7/1/2014 17:44,31002,31077,Registered
0h 3m 40s,7/1/2014 17:44,31109,31118,Registered
0h 14m 7s,7/1/2014 17:44,31254,31246,Registered
0h 17m 29s,7/1/2014 17:44,31634,31708,Registered
0h 6m 18s,7/1/2014 17:44,31623,31614,Registered
0h 6m 53s,7/1/2014 17:44,31222,31228,Registered
0h 21m 58s,7/1/2014 17:44,31251,31108,Registered
0h 19m 34s,7/1/2014 17:44,31235,31101,Registered
0h 7m 25s,7/1/2014 17:44,31602,31104,Casual
0h 7m 22s,7/1/2014 17:44,31616,31624,Casual
0h 6m 32s,7/1/2014 17:45,31209,31625,Registered
0h 8m 30s,7/1/2014 17:45,31262,31604,Registered
0h 19m 38s,7/1/2014 17:45,31260,31268,Registered
0h 13m 12s,7/1/2014 17:45,31239,31109,Registered
0h 21m 37s,7/1/2014 17:45,31233,31108,Registered
0h 19m 48s,7/1/2014 17:45,31236,31120,Registered
0h 10m 40s,7/1/2014 17:45,31034,31031,Registered
0h 3m 2s,7/1/2014 17:45,31110,31116,Registered
0h 6m 25s,7/1/2014 17:45,31222,31260,Registered
0h 34m 33s,7/1/2014 17:46,31215,31241,Casual
0h 13m 4s,7/1/2014 17:46,31300,31104,Registered
0h 6m 42s,7/1/2014 17:46,31257,31312,Registered
0h 3m 42s,7/1/2014 17:46,31613,31606,Registered
0h 14m 13s,7/1/2014 17:46,31300,31103,Registered
0h 9m 13s,7/1/2014 17:46,31623,31605,Registered
0h 28m 22s,7/1/2014 17:46,31233,31514,Registered
0h 6m 14s,7/1/2014 17:46,31214,31104,Registered
0h 17m 50s,7/1/2014 17:46,31621,31101,Registered
0h 2m 45s,7/1/2014 17:46,31205,31237,Registered
0h 9m 37s,7/1/2014 17:46,31243,31628,Registered
0h 34m 5s,7/1/2014 17:46,31215,31241,Casual
0h 15m 13s,7/1/2014 17:46,31624,31611,Registered
0h 13m 19s,7/1/2014 17:46,31245,31202,Registered
0h 12m 14s,7/1/2014 17:46,31255,31255,Registered
0h 10m 47s,7/1/2014 17:47,31252,31266,Registered
0h 6m 31s,7/1/2014 17:47,31100,31267,Registered
0h 12m 54s,7/1/2014 17:47,31015,31065,Registered
0h 23m 52s,7/1/2014 17:47,31243,31215,Registered
0h 5m 16s,7/1/2014 17:47,31203,31234,Registered
0h 9m 23s,7/1/2014 17:47,31242,31241,Registered
0h 8m 51s,7/1/2014 17:47,31252,31251,Registered
0h 4m 32s,7/1/2014 17:47,31610,31619,Registered
0h 11m 7s,7/1/2014 17:47,31623,31605,Registered
0h 4m 58s,7/1/2014 17:48,31271,31243,Registered
0h 12m 45s,7/1/2014 17:48,31200,31121,Registered
0h 6m 46s,7/1/2014 17:48,31631,31613,Casual
0h 9m 40s,7/1/2014 17:48,31239,31117,Registered
0h 30m 31s,7/1/2014 17:48,31267,31208,Registered
0h 16m 29s,7/1/2014 17:48,31002,31055,Registered
0h 4m 42s,7/1/2014 17:48,31251,31223,Registered
0h 14m 3s,7/1/2014 17:48,31229,31105,Casual
0h 15m 49s,7/1/2014 17:48,31620,31230,Casual
0h 9m 59s,7/1/2014 17:48,31215,31252,Registered
0h 20m 45s,7/1/2014 17:48,31257,31616,Registered
0h 15m 37s,7/1/2014 17:48,31212,31101,Registered
1h 55m 39s,7/1/2014 17:48,31258,31258,Casual
0h 22m 45s,7/1/2014 17:49,31005,31258,Registered
0h 19m 0s,7/1/2014 17:49,31232,31252,Casual
0h 10m 13s,7/1/2014 17:49,31222,31267,Registered
0h 4m 8s,7/1/2014 17:49,31266,31267,Registered
0h 11m 50s,7/1/2014 17:49,31242,31246,Registered
0h 29m 11s,7/1/2014 17:49,31041,31041,Registered
0h 9m 35s,7/1/2014 17:49,31019,31033,Registered
0h 18m 36s,7/1/2014 17:49,31242,31101,Registered
0h 11m 59s,7/1/2014 17:49,31271,31605,Registered
0h 13m 31s,7/1/2014 17:49,31303,31306,Casual
0h 6m 59s,7/1/2014 17:49,31266,31101,Registered
0h 7m 45s,7/1/2014 17:49,31624,31600,Registered
0h 12m 23s,7/1/2014 17:50,31229,31105,Casual
0h 23m 28s,7/1/2014 17:50,31253,31202,Casual
0h 2m 10s,7/1/2014 17:50,31266,31223,Registered
0h 4m 38s,7/1/2014 17:50,31252,31212,Registered
0h 15m 59s,7/1/2014 17:50,32020,32045,Registered
0h 15m 58s,7/1/2014 17:50,31633,31506,Registered
0h 22m 6s,7/1/2014 17:51,31253,31202,Casual
0h 18m 15s,7/1/2014 17:51,31100,31503,Registered
0h 5m 37s,7/1/2014 17:51,31009,31007,Registered
0h 12m 20s,7/1/2014 17:51,31228,31214,Casual
0h 12m 10s,7/1/2014 17:51,31212,31101,Registered
0h 9m 20s,7/1/2014 17:51,31615,31632,Registered
0h 7m 27s,7/1/2014 17:51,31254,31101,Registered
0h 4m 24s,7/1/2014 17:51,31200,31229,Registered
0h 3m 55s,7/1/2014 17:51,31228,31624,Registered
0h 8m 24s,7/1/2014 17:52,31212,31202,Registered
0h 10m 23s,7/1/2014 17:52,31224,31107,Registered
0h 10m 7s,7/1/2014 17:52,31623,31610,Registered
0h 23m 56s,7/1/2014 17:52,31213,31273,Registered
0h 6m 27s,7/1/2014 17:52,31613,31612,Registered
0h 4m 5s,7/1/2014 17:52,31003,31011,Registered
0h 5m 47s,7/1/2014 17:52,31219,31218,Registered
0h 7m 5s,7/1/2014 17:52,31205,31200,Registered
0h 5m 3s,7/1/2014 17:52,31516,31500,Registered
0h 3m 49s,7/1/2014 17:52,31234,31252,Registered
0h 2m 33s,7/1/2014 17:52,31252,31212,Registered
0h 9m 44s,7/1/2014 17:52,31030,31030,Registered
0h 13m 18s,7/1/2014 17:52,31224,31202,Registered
0h 27m 14s,7/1/2014 17:52,31108,31622,Registered
0h 21m 23s,7/1/2014 17:52,31260,31006,Registered
0h 2m 50s,7/1/2014 17:53,31242,31221,Registered
0h 19m 51s,7/1/2014 17:53,31257,31611,Registered
0h 3m 3s,7/1/2014 17:53,31237,31215,Registered
0h 9m 29s,7/1/2014 17:53,31027,31050,Registered
0h 13m 51s,7/1/2014 17:54,31603,31263,Registered
0h 5m 50s,7/1/2014 17:54,31628,31243,Registered
0h 22m 14s,7/1/2014 17:54,31221,31401,Registered
0h 24m 14s,7/1/2014 17:54,31213,31613,Registered
0h 5m 12s,7/1/2014 17:54,31271,31270,Registered
0h 15m 23s,7/1/2014 17:54,31213,31268,Registered
0h 7m 39s,7/1/2014 17:54,31232,31238,Registered
0h 9m 2s,7/1/2014 17:54,31241,31228,Registered
0h 23m 12s,7/1/2014 17:54,31257,31300,Casual
0h 10m 41s,7/1/2014 17:54,31621,31613,Registered
0h 18m 21s,7/1/2014 17:54,31231,31603,Registered
0h 16m 21s,7/1/2014 17:54,31012,31249,Registered
0h 28m 29s,7/1/2014 17:54,31222,31258,Casual
0h 23m 12s,7/1/2014 17:54,31252,31108,Registered
0h 6m 48s,7/1/2014 17:54,31251,31109,Registered
0h 8m 35s,7/1/2014 17:54,31232,31637,Registered
0h 13m 4s,7/1/2014 17:54,31036,31039,Casual
0h 11m 20s,7/1/2014 17:55,31265,31204,Registered
0h 6m 57s,7/1/2014 17:55,31242,31200,Registered
0h 15m 39s,7/1/2014 17:55,31506,31501,Registered
0h 20m 25s,7/1/2014 17:55,31263,31619,Registered
0h 12m 44s,7/1/2014 17:55,31036,31039,Casual
0h 5m 43s,7/1/2014 17:55,31231,31620,Registered
0h 9m 16s,7/1/2014 17:55,31213,31229,Registered
0h 4m 26s,7/1/2014 17:55,31007,31009,Registered
0h 10m 48s,7/1/2014 17:55,31248,31249,Registered
0h 5m 7s,7/1/2014 17:55,31253,31216,Registered
0h 12m 22s,7/1/2014 17:55,31110,31266,Registered
0h 14m 14s,7/1/2014 17:55,31222,31267,Casual
0h 9m 34s,7/1/2014 17:55,31605,31627,Registered
0h 15m 11s,7/1/2014 17:55,31206,31263,Casual
0h 1m 26s,7/1/2014 17:55,31016,31015,Registered
0h 5m 39s,7/1/2014 17:55,31206,31233,Registered
0h 14m 26s,7/1/2014 17:55,31253,31268,Registered
0h 10m 18s,7/1/2014 17:55,31007,31010,Registered
0h 8m 5s,7/1/2014 17:55,31239,31202,Registered
0h 5m 21s,7/1/2014 17:55,31241,31214,Registered
0h 4m 32s,7/1/2014 17:56,31101,31105,Registered
0h 13m 56s,7/1/2014 17:56,31222,31267,Casual
0h 4m 16s,7/1/2014 17:56,31610,31269,Registered
0h 4m 31s,7/1/2014 17:56,31408,32026,Registered
0h 16m 38s,7/1/2014 17:56,31225,31241,Registered
0h 12m 57s,7/1/2014 17:56,31202,31400,Registered
0h 5m 44s,7/1/2014 17:56,31408,32026,Registered
0h 9m 17s,7/1/2014 17:56,31708,31703,Registered
0h 24m 3s,7/1/2014 17:56,31233,31306,Registered
0h 6m 21s,7/1/2014 17:56,31254,31212,Registered
0h 6m 2s,7/1/2014 17:56,31613,31619,Registered
0h 5m 38s,7/1/2014 17:56,31213,31234,Registered
0h 4m 27s,7/1/2014 17:56,31612,31623,Registered
0h 13m 53s,7/1/2014 17:56,31600,31108,Registered
0h 15m 36s,7/1/2014 17:56,31253,31103,Registered
0h 14m 1s,7/1/2014 17:56,31253,31113,Registered
0h 30m 35s,7/1/2014 17:56,31119,31408,Registered
0h 6m 24s,7/1/2014 17:57,31200,31242,Registered
0h 5m 30s,7/1/2014 17:57,31253,31214,Registered
0h 3m 29s,7/1/2014 17:57,31257,31255,Registered
0h 14m 51s,7/1/2014 17:57,31613,31232,Registered
0h 15m 59s,7/1/2014 17:57,31119,31211,Registered
0h 1m 50s,7/1/2014 17:57,31230,31230,Registered
0h 9m 3s,7/1/2014 17:57,31200,31119,Registered
0h 16m 30s,7/1/2014 17:57,31503,31244,Registered
0h 9m 9s,7/1/2014 17:57,31218,31625,Registered
0h 5m 31s,7/1/2014 17:57,31047,31045,Registered
0h 16m 44s,7/1/2014 17:57,31616,31264,Registered
0h 12m 21s,7/1/2014 17:57,31619,31209,Registered
0h 8m 40s,7/1/2014 17:57,31272,31623,Registered
0h 2m 0s,7/1/2014 17:57,31039,31024,Registered
0h 12m 19s,7/1/2014 17:57,31213,31101,Registered
0h 5m 4s,7/1/2014 17:57,31637,31505,Registered
0h 12m 12s,7/1/2014 17:57,31234,31228,Registered
0h 11m 37s,7/1/2014 17:57,31221,31616,Registered
0h 4m 49s,7/1/2014 17:58,31213,31204,Registered
0h 16m 25s,7/1/2014 17:58,31267,31121,Registered
0h 7m 23s,7/1/2014 17:58,31065,31017,Registered
0h 6m 35s,7/1/2014 17:58,31116,31268,Registered
0h 12m 22s,7/1/2014 17:58,31118,31254,Registered
0h 14m 40s,7/1/2014 17:58,31238,31118,Registered
0h 58m 15s,7/1/2014 17:58,31219,31015,Casual
0h 9m 0s,7/1/2014 17:58,31253,31113,Casual
0h 8m 57s,7/1/2014 17:58,31238,31267,Registered
0h 4m 21s,7/1/2014 17:58,31408,32026,Registered
0h 13m 44s,7/1/2014 17:58,31210,31226,Registered
0h 58m 5s,7/1/2014 17:58,31219,31015,Casual
0h 9m 56s,7/1/2014 17:58,31265,31118,Registered
0h 7m 46s,7/1/2014 17:58,31117,31200,Registered
0h 26m 46s,7/1/2014 17:59,31507,31200,Registered
0h 24m 13s,7/1/2014 17:59,31252,31503,Registered
0h 8m 1s,7/1/2014 17:59,31629,31625,Registered
0h 6m 10s,7/1/2014 17:59,31624,31629,Registered
0h 9m 11s,7/1/2014 17:59,31621,31628,Registered
0h 12m 56s,7/1/2014 17:59,31242,31600,Registered
0h 26m 12s,7/1/2014 17:59,31620,31249,Casual
0h 5m 32s,7/1/2014 17:59,31105,31101,Registered
0h 3m 52s,7/1/2014 17:59,31263,31228,Registered
0h 9m 39s,7/1/2014 17:59,31623,31272,Registered
0h 4m 52s,7/1/2014 17:59,31238,31213,Registered
0h 3m 48s,7/1/2014 17:59,31236,31312,Registered
0h 9m 59s,7/1/2014 17:59,31233,31228,Registered
0h 4m 31s,7/1/2014 17:59,31308,31313,Registered
0h 12m 42s,7/1/2014 18:00,31248,31629,Registered
0h 3m 46s,7/1/2014 18:00,31253,31237,Registered
0h 46m 59s,7/1/2014 18:00,31242,31801,Registered
0h 3m 57s,7/1/2014 18:00,31045,31048,Registered
0h 11m 0s,7/1/2014 18:00,31256,31221,Registered
0h 10m 4s,7/1/2014 18:00,31266,31111,Registered
0h 15m 55s,7/1/2014 18:00,31103,31513,Registered
0h 10m 27s,7/1/2014 18:00,31619,31608,Registered
0h 18m 36s,7/1/2014 18:00,31220,31623,Registered
0h 31m 43s,7/1/2014 18:00,31253,31107,Registered
0h 6m 50s,7/1/2014 18:01,31237,31100,Casual
0h 0m 31s,7/1/2014 18:01,31200,31200,Registered
0h 12m 5s,7/1/2014 18:01,31270,31253,Registered
0h 5m 51s,7/1/2014 18:01,31243,31248,Casual
0h 4m 9s,7/1/2014 18:01,31218,31256,Registered
0h 8m 28s,7/1/2014 18:01,31257,31229,Registered
0h 8m 42s,7/1/2014 18:01,31244,31623,Registered
0h 19m 13s,7/1/2014 18:01,31015,31226,Registered
0h 8m 51s,7/1/2014 18:01,31623,31617,Registered
0h 11m 28s,7/1/2014 18:02,31259,31241,Registered
0h 7m 38s,7/1/2014 18:02,31221,31114,Registered
0h 15m 51s,7/1/2014 18:02,31256,31200,Casual
0h 5m 1s,7/1/2014 18:02,31613,31619,Registered
0h 12m 19s,7/1/2014 18:02,31708,31607,Registered
0h 22m 15s,7/1/2014 18:02,31200,31603,Registered
0h 14m 48s,7/1/2014 18:02,31613,31624,Registered
0h 6m 3s,7/1/2014 18:02,31241,31214,Registered
0h 21m 3s,7/1/2014 18:02,32016,32037,Casual
0h 5m 34s,7/1/2014 18:02,31238,31232,Registered
0h 22m 43s,7/1/2014 18:02,31101,31204,Casual
0h 8m 47s,7/1/2014 18:03,31205,31229,Registered
0h 12m 15s,7/1/2014 18:03,31623,31628,Registered
0h 11m 22s,7/1/2014 18:03,31204,31623,Registered
0h 9m 50s,7/1/2014 18:03,31217,31618,Registered
0h 8m 35s,7/1/2014 18:03,31101,31241,Registered
0h 9m 41s,7/1/2014 18:03,31238,31600,Registered
0h 4m 43s,7/1/2014 18:03,31215,31237,Registered
0h 24m 50s,7/1/2014 18:03,31633,31077,Registered
0h 22m 5s,7/1/2014 18:03,31101,31204,Casual
0h 14m 13s,7/1/2014 18:03,31236,31260,Registered
0h 6m 18s,7/1/2014 18:03,31267,31251,Registered
0h 7m 44s,7/1/2014 18:03,31212,31241,Registered
0h 17m 20s,7/1/2014 18:03,31633,31249,Casual
0h 17m 39s,7/1/2014 18:04,31633,31249,Casual
0h 3m 13s,7/1/2014 18:04,31623,31616,Casual
0h 6m 17s,7/1/2014 18:04,31638,31616,Registered
0h 19m 13s,7/1/2014 18:04,31111,31259,Registered
0h 9m 34s,7/1/2014 18:04,31312,31221,Casual
0h 16m 43s,7/1/2014 18:04,31633,31249,Casual
0h 8m 15s,7/1/2014 18:04,31204,31241,Registered
0h 17m 8s,7/1/2014 18:04,31205,31623,Casual
0h 7m 27s,7/1/2014 18:04,31228,31247,Registered
0h 16m 27s,7/1/2014 18:04,31253,31609,Registered
0h 6m 40s,7/1/2014 18:04,31265,31227,Registered
0h 2m 57s,7/1/2014 18:04,31601,31630,Registered
0h 16m 57s,7/1/2014 18:04,31254,31617,Registered
0h 4m 30s,7/1/2014 18:04,31608,31208,Registered
0h 27m 33s,7/1/2014 18:04,31620,31634,Casual
0h 5m 29s,7/1/2014 18:04,31269,31628,Registered
0h 10m 6s,7/1/2014 18:04,31110,31111,Registered
0h 19m 51s,7/1/2014 18:05,31231,31107,Registered
0h 4m 27s,7/1/2014 18:05,31239,31214,Registered
0h 4m 15s,7/1/2014 18:05,31212,31257,Registered
0h 14m 40s,7/1/2014 18:05,31246,31112,Registered
0h 13m 11s,7/1/2014 18:05,31252,31201,Registered
0h 11m 21s,7/1/2014 18:05,31227,31116,Registered
0h 3m 48s,7/1/2014 18:05,31802,31801,Registered
0h 8m 35s,7/1/2014 18:05,31200,31211,Registered
0h 20m 35s,7/1/2014 18:05,31104,31258,Registered
0h 18m 55s,7/1/2014 18:05,31014,31229,Registered
0h 23m 51s,7/1/2014 18:05,31627,31110,Registered
0h 41m 27s,7/1/2014 18:05,31242,31108,Registered
0h 4m 48s,7/1/2014 18:05,31613,31619,Registered
0h 17m 12s,7/1/2014 18:05,31228,31243,Casual
0h 7m 35s,7/1/2014 18:06,31238,31203,Registered
0h 17m 35s,7/1/2014 18:06,31252,31600,Registered
0h 27m 20s,7/1/2014 18:06,31219,31105,Registered
0h 12m 14s,7/1/2014 18:06,31703,31707,Registered
0h 0m 17s,7/1/2014 18:06,31219,31219,Registered
0h 8m 31s,7/1/2014 18:06,31246,31234,Registered
0h 4m 22s,7/1/2014 18:06,31612,31622,Registered
0h 27m 12s,7/1/2014 18:06,31219,31105,Registered
0h 17m 25s,7/1/2014 18:06,31252,31600,Registered
0h 17m 38s,7/1/2014 18:06,31022,31006,Registered
0h 11m 8s,7/1/2014 18:06,31627,31501,Registered
0h 10m 37s,7/1/2014 18:06,31612,31626,Registered
0h 19m 6s,7/1/2014 18:06,31249,31002,Registered
0h 16m 23s,7/1/2014 18:06,31228,31243,Casual
0h 3m 52s,7/1/2014 18:06,31255,31246,Registered
0h 22m 32s,7/1/2014 18:06,31206,31221,Registered
0h 13m 50s,7/1/2014 18:06,31200,31305,Registered
0h 6m 2s,7/1/2014 18:06,31400,31107,Registered
0h 5m 37s,7/1/2014 18:06,31232,31254,Registered
0h 27m 55s,7/1/2014 18:06,31006,31066,Casual
0h 3m 28s,7/1/2014 18:07,31255,31246,Registered
0h 30m 9s,7/1/2014 18:07,31219,31238,Registered
0h 4m 12s,7/1/2014 18:07,31613,31629,Registered
0h 2m 10s,7/1/2014 18:07,31232,31262,Registered
0h 5m 48s,7/1/2014 18:07,31220,31237,Registered
0h 13m 55s,7/1/2014 18:07,31258,31247,Registered
0h 7m 56s,7/1/2014 18:07,31254,31600,Registered
0h 27m 22s,7/1/2014 18:07,31006,31066,Casual
0h 7m 37s,7/1/2014 18:07,31602,31402,Registered
0h 15m 49s,7/1/2014 18:07,31632,31208,Registered
0h 18m 29s,7/1/2014 18:07,31014,31200,Registered
0h 27m 53s,7/1/2014 18:07,31225,31215,Registered
0h 9m 56s,7/1/2014 18:07,31103,31213,Registered
0h 12m 5s,7/1/2014 18:07,31263,31118,Registered
0h 9m 23s,7/1/2014 18:07,32019,32035,Registered
0h 27m 37s,7/1/2014 18:07,31225,31215,Registered
0h 7m 42s,7/1/2014 18:07,31268,31203,Registered
0h 9m 33s,7/1/2014 18:07,31252,31251,Registered
0h 2m 58s,7/1/2014 18:08,31245,31509,Registered
0h 8m 31s,7/1/2014 18:08,31613,31610,Registered
0h 11m 50s,7/1/2014 18:08,31212,31119,Registered
0h 11m 41s,7/1/2014 18:08,31309,32021,Registered
0h 7m 31s,7/1/2014 18:08,31613,31608,Registered
0h 2m 25s,7/1/2014 18:08,31254,31216,Registered
0h 10m 33s,7/1/2014 18:08,31628,31607,Registered
0h 5m 50s,7/1/2014 18:08,31253,31234,Registered
0h 7m 37s,7/1/2014 18:08,31253,31241,Registered
0h 10m 46s,7/1/2014 18:08,31233,31103,Registered
0h 31m 56s,7/1/2014 18:08,31200,31200,Casual
0h 3m 52s,7/1/2014 18:08,31229,31267,Registered
0h 9m 33s,7/1/2014 18:09,31222,31214,Registered
0h 14m 5s,7/1/2014 18:09,31215,31229,Registered
0h 3m 12s,7/1/2014 18:09,31233,31267,Registered
0h 3m 27s,7/1/2014 18:09,31110,31200,Registered
0h 10m 4s,7/1/2014 18:09,31600,31623,Registered
0h 12m 1s,7/1/2014 18:09,31253,31266,Registered
0h 4m 23s,7/1/2014 18:09,31114,31121,Registered
0h 7m 12s,7/1/2014 18:09,31225,31014,Registered
0h 6m 5s,7/1/2014 18:09,31228,31266,Registered
0h 17m 6s,7/1/2014 18:09,31252,31245,Registered
0h 3m 7s,7/1/2014 18:09,31267,31213,Registered
0h 5m 22s,7/1/2014 18:09,31241,31214,Registered
0h 7m 46s,7/1/2014 18:09,31244,31623,Registered
0h 0m 10s,7/1/2014 18:09,31616,31616,Registered
0h 5m 27s,7/1/2014 18:10,31623,31612,Registered
0h 4m 43s,7/1/2014 18:10,31003,31006,Registered
0h 16m 9s,7/1/2014 18:10,31200,31258,Registered
0h 19m 33s,7/1/2014 18:10,31230,31255,Casual
2h 35m 51s,7/1/2014 18:10,31628,31628,Casual
0h 14m 57s,7/1/2014 18:10,31248,31261,Casual
0h 9m 27s,7/1/2014 18:10,31253,31600,Registered
0h 2m 24s,7/1/2014 18:10,31232,31270,Registered
0h 31m 50s,7/1/2014 18:10,31256,31256,Casual
0h 9m 15s,7/1/2014 18:10,31246,31200,Registered
0h 16m 24s,7/1/2014 18:10,31300,31214,Registered
0h 12m 16s,7/1/2014 18:11,31238,31234,Registered
0h 5m 41s,7/1/2014 18:11,31202,31111,Registered
0h 9m 4s,7/1/2014 18:11,31239,31101,Registered
0h 18m 25s,7/1/2014 18:11,31249,31116,Registered
